season,teamID,teamName,conference,seed,gamesPlayed,gamesWon,winPercentage,tempo,defensiveRebounds,blocks,defensiveEfficiency,steals,totalAssists,threePointAccuracy,freeThrowAccuracy,fieldGoalPercentage,turnoverPercentage,offensiveEfficiency,tournamentWins
2015,1414,UC Irvine,Big West Conference,13,32,19,0.59375,63.9,531,104,96.8,105,289,0.409375,0.6888888888888889,0.507,0.172,105.1,0
2015,1433,VCU,Colonial Athletic Association,7,36,26,0.7222222222222222,67.2,605,112,94,271,366,0.3777429467084639,0.6650082918739635,0.48700000000000004,0.235,108.4,0
2015,1434,Valparaiso,Mid-Continent Conference,13,31,25,0.8064516129032258,63.1,647,115,94.5,147,323,0.410958904109589,0.6875,0.513,0.18600000000000003,105,0
2015,1459,Wofford,Southern Conference,12,33,26,0.7878787878787878,61.2,630,74,96.8,174,356,0.38461538461538464,0.68,0.511,0.2,102.3,0
2015,1461,Wyoming,Mountain West Conference,12,33,23,0.696969696969697,59.2,568,71,98.2,133,351,0.33756345177664976,0.7203219315895373,0.522,0.179,102.1,0
2015,1116,Arkansas,Southeastern Conference,5,36,27,0.75,69.9,626,133,96,215,437,0.36270491803278687,0.7274193548387097,0.5,0.223,113.2,1
2015,1139,Butler,Midwestern Collegiate Conference,6,34,23,0.6764705882352942,63.9,548,70,88.6,145,283,0.38650306748466257,0.6902985074626866,0.484,0.195,108.5,1
2015,1153,Cincinnati,Conference USA,8,34,23,0.6764705882352942,60.3,518,123,92.3,149,281,0.3761467889908257,0.6885964912280702,0.495,0.19899999999999998,106.5,1
2015,1173,Dayton,Atlantic 10 Conference,11,36,27,0.75,63.8,615,61,94.5,175,356,0.37199124726477023,0.680952380952381,0.529,0.21100000000000002,107,1
2015,1207,Georgetown,Big East Conference,4,33,22,0.6666666666666666,64.6,514,101,93.5,171,299,0.37572254335260113,0.723196881091618,0.513,0.20199999999999999,112.6,1
2015,1209,Georgia St,Atlantic Sun Conference,14,34,24,0.7058823529411765,63.2,527,102,98,218,319,0.34718100890207715,0.7552986512524085,0.52,0.23199999999999998,109.5,1
2015,1234,Iowa,Big Ten Conference,7,34,22,0.6470588235294118,64.6,549,101,92,167,331,0.34759358288770054,0.7651991614255765,0.48100000000000004,0.18899999999999997,114,1
2015,1242,Kansas,Big 12 Conference,2,36,27,0.75,67.2,701,149,90.6,181,375,0.3775,0.7239263803680982,0.494,0.175,113.6,1
2015,1268,Maryland,American Athletic Conference,4,35,28,0.8,64.5,742,121,94,133,301,0.3699421965317919,0.7694704049844237,0.512,0.172,110.2,1
2015,1320,Northern Iowa,Missouri Valley Conference,5,35,31,0.8857142857142857,58.5,704,72,93,184,365,0.3992673992673993,0.7290209790209791,0.5589999999999999,0.192,115.4,1
2015,1326,Ohio St,Big Ten Conference,10,35,24,0.6857142857142857,66.3,601,116,93.1,190,395,0.4121951219512195,0.6887966804979253,0.542,0.21600000000000003,113.9,1
2015,1332,Oregon,Pacific-10 Conference,8,35,25,0.7142857142857143,66.9,654,110,99.1,132,348,0.3815789473684211,0.7780373831775701,0.523,0.16699999999999998,114.3,1
2015,1361,San Diego St,Mountain West Conference,8,35,26,0.7428571428571429,61.2,581,134,87.5,186,284,0.3375,0.6368932038834951,0.466,0.21100000000000002,103.1,1
2015,1412,UAB,Conference USA,14,35,19,0.5428571428571428,65.3,470,107,100.1,118,268,0.35379061371841153,0.7867298578199052,0.47600000000000003,0.19699999999999998,102.7,1
2015,1437,Villanova,Big East Conference,1,36,33,0.9166666666666666,64.7,772,130,91.1,254,523,0.3972972972972973,0.7352112676056338,0.5529999999999999,0.21600000000000003,121.9,1
2015,1438,Virginia,American Athletic Conference,2,34,30,0.8823529411764706,58.4,772,132,84.1,159,382,0.365,0.7216890595009597,0.506,0.179,112.1,1
2015,1301,NC State,American Athletic Conference,8,36,22,0.6111111111111112,64.7,572,129,96.8,78,245,0.375,0.6876355748373102,0.493,0.149,114.1,2
2015,1314,North Carolina,American Athletic Conference,4,38,26,0.6842105263157895,69.9,699,112,92.5,176,454,0.36942675159235666,0.7093862815884476,0.516,0.177,119.6,2
2015,1328,Oklahoma,Big 12 Conference,3,35,24,0.6857142857142857,67.5,620,115,88.5,165,291,0.37410071942446044,0.7328767123287672,0.493,0.19699999999999998,111.6,2
2015,1417,UCLA,Pacific-10 Conference,11,36,22,0.6111111111111112,66.8,541,76,96.6,143,339,0.4190751445086705,0.6905737704918032,0.496,0.179,111.8,2
2015,1428,Utah,Mountain West Conference,5,34,25,0.7352941176470589,61.4,630,116,88.7,143,350,0.441527446300716,0.6978021978021978,0.552,0.183,114.9,2
2015,1452,West Virginia,Big East Conference,5,35,25,0.7142857142857143,68.6,462,63,93.3,263,356,0.32891832229580575,0.6683250414593698,0.461,0.28,110.3,2
2015,1455,Wichita St,Missouri Valley Conference,7,34,29,0.8529411764705882,62.6,640,101,91.5,194,381,0.3682092555331992,0.6887298747763864,0.503,0.213,114.3,2
2015,1462,Xavier,Atlantic 10 Conference,6,37,23,0.6216216216216216,65.5,526,66,95.1,136,356,0.3902439024390244,0.7066381156316917,0.5329999999999999,0.188,115.7,2
2015,1112,Arizona,Pacific-10 Conference,2,38,34,0.8947368421052632,66.7,834,113,86.9,227,447,0.36511627906976746,0.705955334987593,0.535,0.20600000000000002,117.5,3
2015,1211,Gonzaga,West Coast Conference,2,37,34,0.918918918918919,65.2,856,103,93.1,187,511,0.4143646408839779,0.6903323262839879,0.579,0.171,120.2,3
2015,1257,Louisville,Conference USA,4,36,27,0.75,65.6,632,145,87.4,222,300,0.3221476510067114,0.6537785588752196,0.47700000000000004,0.213,109.4,3
2015,1323,Notre Dame,Big East Conference,3,38,32,0.8421052631578947,63.9,733,112,98.6,206,459,0.4052718286655684,0.7533783783783784,0.583,0.17300000000000001,125.3,3
2015,1246,Kentucky,Southeastern Conference,1,39,38,0.9743589743589743,63.5,859,234,84,223,500,0.3497164461247637,0.7224242424242424,0.515,0.213,120.3,4
2015,1277,Michigan St,Big Ten Conference,7,39,27,0.6923076923076923,63.9,632,114,92.6,130,426,0.40857787810383744,0.6492890995260664,0.532,0.165,116.3,4
2015,1458,Wisconsin,Big Ten Conference,1,40,36,0.9,59.3,766,111,93.6,148,404,0.3622704507512521,0.7707979626485568,0.5479999999999999,0.158,129.1,5
2015,1181,Duke,American Athletic Conference,1,39,35,0.8974358974358975,66.4,738,113,90.6,212,466,0.400352733686067,0.7037037037037037,0.5660000000000001,0.18600000000000003,125.2,6
2016,1112,Arizona,Pacific-10 Conference,6,34,25,0.7352941176470589,69.1,736,115,95.7,129,378,0.3883720930232558,0.71671388101983,0.536,0.16,116.1,0
2016,1122,Austin Peay,Ohio Valley Conference,16,34,16,0.47058823529411764,70.5,417,48,109.1,102,243,0.4057971014492754,0.706140350877193,0.513,0.18600000000000003,103.4,0
2016,1124,Baylor,Big 12 Conference,5,33,21,0.6363636363636364,67.4,519,92,99.2,167,415,0.39263803680981596,0.756385068762279,0.516,0.198,119.3,0
2016,1138,Buffalo,Mid-American Conference,14,34,19,0.5588235294117647,72.9,517,66,102.4,144,275,0.3673469387755102,0.7301587301587301,0.496,0.177,105.1,0
2016,1143,California,Pacific-10 Conference,4,34,23,0.6764705882352942,68.8,692,130,92.8,87,343,0.3805309734513274,0.6483333333333333,0.522,0.141,112.4,0
2016,1151,Chattanooga,Southern Conference,12,33,27,0.8181818181818182,67.3,684,136,100.8,203,394,0.3759124087591241,0.7439024390243902,0.517,0.20199999999999999,105.6,0
2016,1153,Cincinnati,Conference USA,9,33,22,0.6666666666666666,66,571,128,93.5,205,359,0.3642105263157895,0.7115384615384616,0.493,0.203,110,0
2016,1160,Colorado,Big 12 Conference,8,33,21,0.6363636363636364,69.9,648,112,95.2,107,313,0.4084158415841584,0.7538994800693241,0.484,0.154,107.8,0
2016,1167,CS Bakersfield,Western Athletic Conference,15,30,21,0.7,68.4,557,115,95.7,163,348,0.3768996960486322,0.6666666666666666,0.493,0.215,103.4,0
2016,1173,Dayton,Atlantic 10 Conference,7,33,25,0.7575757575757576,68.5,751,114,92.6,153,374,0.3689727463312369,0.6782608695652174,0.516,0.18,105.5,0
2016,1192,F Dickinson,Northeast Conference,16,32,17,0.53125,72.5,420,41,115.6,128,249,0.39436619718309857,0.7329376854599406,0.512,0.21,103,0
2016,1195,FL Gulf Coast,Atlantic Sun Conference,16,31,17,0.5483870967741935,68,474,60,102.4,106,240,0.3605150214592275,0.6317135549872123,0.515,0.159,102.9,0
2016,1201,Fresno St,Western Athletic Conference,14,33,23,0.696969696969697,69.8,622,89,100.1,193,314,0.3697674418604651,0.7095652173913043,0.484,0.21,106.3,0
2016,1214,Hampton,Mid-Eastern Athletic Conference,16,31,20,0.6451612903225806,71.9,573,72,107.5,102,263,0.3366093366093366,0.6781818181818182,0.467,0.16699999999999998,98.2,0
2016,1221,Holy Cross,Patriot League,16,35,15,0.42857142857142855,64.6,340,41,106.9,96,227,0.35135135135135137,0.7138047138047138,0.479,0.196,96.7,0
2016,1233,Iona,Metro Atlantic Athletic Conference,13,33,22,0.6666666666666666,72.6,593,100,102.1,159,397,0.3956228956228956,0.7091836734693877,0.5379999999999999,0.192,109.1,0
2016,1276,Michigan,Big Ten Conference,11,35,22,0.6285714285714286,66.3,553,45,99.4,111,344,0.4269005847953216,0.7562326869806094,0.545,0.179,113.4,0
2016,1277,Michigan St,Big Ten Conference,2,35,29,0.8285714285714286,67.6,887,156,96,130,620,0.44246353322528365,0.7380497131931166,0.563,0.142,122.5,0
2016,1333,Oregon St,Pacific-10 Conference,7,31,18,0.5806451612903226,68,470,66,98.1,147,268,0.3727810650887574,0.720873786407767,0.498,0.195,109.9,0
2016,1338,Pittsburgh,Big East Conference,10,32,20,0.625,66.3,533,78,96.9,104,397,0.3973684210526316,0.776595744680851,0.511,0.16899999999999998,113.9,0
2016,1345,Purdue,Big Ten Conference,5,35,26,0.7428571428571429,68.9,786,131,93.4,115,483,0.38333333333333336,0.7560137457044673,0.536,0.13699999999999998,117.2,0
2016,1355,S Dakota St,Summit League,12,32,24,0.75,69.2,652,53,101.1,113,275,0.3717948717948718,0.7470686767169179,0.513,0.172,110.5,0
2016,1371,Seton Hall,Big East Conference,6,34,25,0.7352941176470589,70.4,719,121,91.4,191,349,0.36768149882903983,0.6656050955414012,0.498,0.195,110.8,0
2016,1380,Southern Univ,Southwest Athletic Conference,16,NA,NA,NA,NA,515,60,NA,158,218,0.3765432098765432,0.6824644549763034,NA,NA,NA,0
2016,1392,Stony Brook,America East Conference,13,31,24,0.7741935483870968,67.8,652,113,99.2,149,414,0.41133004926108374,0.6818181818181818,0.522,0.184,104.6,0
2016,1396,Temple,Atlantic 10 Conference,10,33,21,0.6363636363636364,66.5,540,62,97.4,121,307,0.3558282208588957,0.6923076923076923,0.47,0.162,106.3,0
2016,1400,Texas,Big 12 Conference,6,33,20,0.6060606060606061,66.3,499,97,95.6,99,241,0.3746958637469586,0.6860215053763441,0.494,0.185,112.2,0
2016,1403,Texas Tech,Big 12 Conference,8,32,19,0.59375,67.2,483,93,98.9,105,274,0.39171974522292996,0.7484909456740443,0.5,0.19,113.1,0
2016,1409,Tulsa,Western Athletic Conference,11,32,20,0.625,69.4,532,66,99.6,148,293,0.36077481840193704,0.6784140969162996,0.503,0.204,109.5,0
2016,1421,UNC Asheville,Big South Conference,15,32,20,0.625,71,527,70,99.4,197,254,0.344311377245509,0.7239382239382239,0.496,0.222,101.2,0
2016,1423,UNC Wilmington,Colonial Athletic Association,13,31,23,0.7419354838709677,71.3,604,98,100.9,162,312,0.3595744680851064,0.7112810707456979,0.512,0.19899999999999998,109.5,0
2016,1425,USC,Pacific-10 Conference,8,34,21,0.6176470588235294,72.1,604,131,98.7,147,345,0.4125560538116592,0.710261569416499,0.522,0.16699999999999998,113.7,0
2016,1435,Vanderbilt,Southeastern Conference,11,33,19,0.5757575757575758,68.7,596,118,93.2,84,302,0.40875912408759124,0.6873661670235546,0.529,0.142,114.5,0
2016,1451,Weber St,Big Sky Conference,15,32,23,0.71875,67.7,673,82,99.5,107,308,0.3722772277227723,0.67453625632377745,0.545,0.156,101.7,0
2016,1452,West Virginia,Big East Conference,3,35,26,0.7428571428571429,70.9,632,72,90.4,273,419,0.34854771784232363,0.6773778920308483,0.498,0.25,114.8,0
2016,1453,WI Green Bay,Horizon League,14,34,21,0.6176470588235294,77.3,571,111,104.2,200,311,0.36069651741293535,0.656910569105691,0.498,0.21100000000000002,106.9,0
2016,1114,Ark Little Rock,Sun Belt Conference,12,33,28,0.8484848484848485,63.8,660,85,96.7,167,370,0.4007936507936508,0.7274774774774775,0.519,0.21,107.6,1
2016,1139,Butler,Midwestern Collegiate Conference,9,33,22,0.6666666666666666,69.2,569,78,98.6,161,336,0.4020618556701031,0.7383820998278829,0.526,0.18600000000000003,118.2,1
2016,1163,Connecticut,Big East Conference,9,36,25,0.6944444444444444,66.9,683,121,93.4,144,357,0.38074398249452956,0.7887640449438202,0.515,0.182,110.5,1
2016,1218,Hawaii,Western Athletic Conference,13,32,26,0.8125,71.4,693,95,95,192,405,0.33697632058287796,0.6904400606980273,0.519,0.198,106.9,1
2016,1234,Iowa,Big Ten Conference,7,33,22,0.6666666666666666,69.8,589,123,95.8,154,357,0.3982494529540481,0.7301587301587301,0.513,0.188,114.4,1
2016,1246,Kentucky,Southeastern Conference,4,36,27,0.75,68.2,672,153,95.1,152,386,0.3803418803418803,0.6928104575163399,0.535,0.18,123.2,1
2016,1292,MTSU,Sun Belt Conference,15,33,23,0.696969696969697,68.5,606,85,99.5,139,306,0.4126637554585153,0.6016949152542372,0.517,0.19399999999999998,103.9,1
2016,1320,Northern Iowa,Missouri Valley Conference,11,35,22,0.6285714285714286,63.7,538,63,96.7,130,254,0.4014084507042254,0.7582697201017812,0.532,0.185,109.7,1
2016,1344,Providence,Big East Conference,9,35,24,0.6857142857142857,69.3,599,88,95.4,153,378,0.33052631578947367,0.7247191011235955,0.48,0.20600000000000002,108.7,1
2016,1372,SF Austin,Southland Conference,14,30,24,0.8,68.2,541,75,96.5,201,444,0.39957716701902746,0.7469135802469136,0.5479999999999999,0.259,110.3,1
2016,1386,St Joseph's PA,Atlantic 10 Conference,8,36,28,0.7777777777777778,70.9,790,99,97.6,149,409,0.33451957295373663,0.7244732576985413,0.512,0.161,114.2,1
2016,1428,Utah,Mountain West Conference,3,35,26,0.7428571428571429,66.9,729,116,97.3,148,416,0.36528028933092227,0.7228260869565217,0.551,0.153,115.8,1
2016,1433,VCU,Colonial Athletic Association,10,36,25,0.6944444444444444,70.3,613,97,94.2,232,374,0.37701612903225806,0.6961770623742455,0.51,0.214,112.1,1
2016,1455,Wichita St,Missouri Valley Conference,11,34,25,0.7352941176470589,66.8,601,94,87.8,173,345,0.3495762711864407,0.7127659574468085,0.489,0.23199999999999998,110.3,1
2016,1462,Xavier,Atlantic 10 Conference,2,34,28,0.8235294117647058,72.4,786,87,94.3,188,460,0.3802559414990859,0.7379310344827587,0.514,0.193,117,1
2016,1463,Yale,Ivy League,12,29,22,0.7586206896551724,66.8,585,101,95.6,119,338,0.4005524861878453,0.6741996233521658,0.522,0.17800000000000002,109.1,1
2016,1181,Duke,American Athletic Conference,4,36,25,0.6944444444444444,68.7,590,108,98.9,157,326,0.40229885057471265,0.7284768211920529,0.537,0.174,121.2,2
2016,1211,Gonzaga,West Coast Conference,11,35,27,0.7714285714285715,68.2,741,78,94.5,127,355,0.4015748031496063,0.7706896551724138,0.552,0.151,117.4,2
2016,1231,Indiana,Big Ten Conference,5,35,27,0.7714285714285715,69.5,659,96,98.4,179,413,0.4240924092409241,0.7192622950819673,0.5870000000000001,0.18899999999999997,121.3,2
2016,1235,Iowa St,Big 12 Conference,4,35,23,0.6571428571428571,72.3,595,94,98.6,138,363,0.3874458874458874,0.7197640117994101,0.5710000000000001,0.168,121.4,2
2016,1268,Maryland,American Athletic Conference,5,35,26,0.7428571428571429,67.9,657,131,96.3,135,360,0.38636363636363635,0.7585513078470825,0.552,0.16399999999999998,114.9,2
2016,1274,Miami FL,Big East Conference,3,35,27,0.7714285714285715,67,669,90,96.5,160,337,0.3795309168443497,0.7615780445969125,0.542,0.174,119.4,2
2016,1401,Texas A&M,Big 12 Conference,3,37,28,0.7567567567567568,68.4,698,101,92.2,191,475,0.35233160621761656,0.6716917922948074,0.512,0.207,113,2
2016,1458,Wisconsin,Big Ten Conference,7,35,22,0.6285714285714286,64.1,501,67,93.5,117,250,0.3930635838150289,0.7133891213389121,0.485,0.18600000000000003,108.8,2
2016,1242,Kansas,Big 12 Conference,1,37,32,0.8648648648648649,70.1,782,125,90.4,200,467,0.43493761140819964,0.7110091743119266,0.557,0.185,120.9,3
2016,1323,Notre Dame,Big East Conference,6,36,24,0.6666666666666666,65.5,579,84,103.3,131,301,0.3805104408352668,0.7719298245614035,0.54,0.14800000000000002,118.3,3
2016,1332,Oregon,Pacific-10 Conference,1,37,30,0.8108108108108109,69,668,173,96.2,218,371,0.3435114503816794,0.7239819004524887,0.523,0.20199999999999999,118.4,3
2016,1438,Virginia,American Athletic Conference,1,37,29,0.7837837837837838,61.9,607,77,91,150,389,0.43478260869565216,0.750524109014675,0.5479999999999999,0.188,119.9,3
2016,1328,Oklahoma,Big 12 Conference,2,37,29,0.7837837837837838,70.8,725,140,94.1,183,384,0.4365482233502538,0.7230769230769231,0.5429999999999999,0.177,118.2,4
2016,1393,Syracuse,Big East Conference,10,37,23,0.6216216216216216,65.5,495,94,93.6,153,286,0.3893805309734513,0.6940874035989717,0.5,0.204,111.9,4
2016,1314,North Carolina,American Athletic Conference,1,40,33,0.825,71.7,762,122,94.9,210,523,0.3135245901639344,0.7320819112627986,0.526,0.182,123.3,5
2016,1437,Villanova,Big East Conference,2,40,35,0.875,66.7,793,102,90.9,193,478,0.3522727272727273,0.7811965811965812,0.561,0.20600000000000002,123.1,6
2017,1137,Bucknell,Patriot League,13,35,26,0.7428571428571429,71.4,706,110,99.1,199,402,0.375,0.6666666666666666,0.5529999999999999,0.19699999999999998,108.3,0
2017,1166,Creighton,Missouri Valley Conference,6,34,25,0.7352941176470589,72.7,662,74,95.2,154,427,0.42714570858283435,0.684331797235023,0.5760000000000001,0.193,114.5,0
2017,1173,Dayton,Atlantic 10 Conference,7,31,24,0.7741935483870968,69.6,615,92,97,172,382,0.39501039501039503,0.699288256227758,0.536,0.209,111.6,0
2017,1190,ETSU,Southern Conference,13,33,27,0.8181818181818182,71.5,664,134,97.1,223,389,0.3889980353634578,0.6964560862865947,0.5579999999999999,0.22,107.3,0
2017,1195,FL Gulf Coast,Atlantic Sun Conference,14,31,26,0.8387096774193549,67.2,604,82,103.4,129,341,0.3333333333333333,0.7070063694267515,0.539,0.174,107.8,0
2017,1233,Iona,Metro Atlantic Athletic Conference,14,35,22,0.6285714285714286,71.7,588,64,106,164,375,0.44672897196261685,0.7902439024390244,0.534,0.18,109.3,0
2017,1240,Jacksonville St,Atlantic Sun Conference,15,33,20,0.6060606060606061,65,486,64,104.2,85,246,0.3770949720670391,0.7478005865102639,0.526,0.166,104.4,0
2017,1243,Kansas St,Big 12 Conference,11,35,21,0.6,67.2,478,85,94.2,171,328,0.391644908616188,0.6651270207852193,0.527,0.221,112.2,0
2017,1245,Kent,Mid-American Conference,14,35,22,0.6285714285714286,69.5,567,83,102.9,128,266,0.33986928104575165,0.7349137931034483,0.48200000000000004,0.19,104.1,0
2017,1266,Marquette,Conference USA,10,32,19,0.59375,71.5,497,76,101.8,150,370,0.4531914893617021,0.7816711590296496,0.575,0.183,121.8,0
2017,1268,Maryland,American Athletic Conference,6,32,24,0.75,68.6,586,105,97.9,122,324,0.38645418326693226,0.7192307692307692,0.524,0.18,113.4,0
2017,1274,Miami FL,Big East Conference,8,33,21,0.6363636363636364,64.6,563,90,93.1,151,272,0.3753351206434316,0.7414634146341463,0.51,0.183,110.8,0
2017,1278,Minnesota,Big Ten Conference,5,34,24,0.7058823529411765,70.9,719,176,92.9,144,389,0.34743875278396436,0.7088186356073212,0.48700000000000004,0.17600000000000002,109.3,0
2017,1291,Mt St Mary's,Northeast Conference,16,36,20,0.5555555555555556,68.3,446,74,101.8,127,225,0.37669376693766937,0.6825396825396826,0.51,0.217,98.9,0
2017,1297,N Kentucky,Horizon League,15,33,24,0.7272727272727273,69.3,584,58,104.1,122,318,0.3950381679389313,0.7056451612903226,0.524,0.17,105.5,0
2017,1300,NC Central,Mid-Eastern Athletic Conference,16,31,25,0.8064516129032258,68,610,71,101.3,131,312,0.35730337078651686,0.7115789473684211,0.513,0.198,101.4,0
2017,1305,Nevada,Western Athletic Conference,12,35,28,0.8,71,813,118,100.7,144,465,0.4045112781954887,0.7111416781292985,0.525,0.159,113.7,0
2017,1308,New Mexico St,Sun Belt Conference,14,31,28,0.9032258064516129,69.1,672,89,102.5,124,389,0.36397748592870544,0.7153846153846154,0.527,0.191,109.4,0
2017,1309,New Orleans,Sun Belt Conference,16,29,20,0.6896551724137931,67.7,414,50,101.2,132,259,0.32456140350877194,0.7208237986270023,0.502,0.22399999999999998,99.6,0
2017,1315,North Dakota,Great West Conference,15,29,22,0.7586206896551724,72.5,513,61,102.7,154,275,0.4298507462686567,0.7713004484304933,0.534,0.196,103.1,0
2017,1329,Oklahoma St,Big 12 Conference,10,32,20,0.625,72.9,460,62,102.3,170,294,0.42482100238663484,0.7944111776447106,0.54,0.203,126.8,0
2017,1343,Princeton,Ivy League,12,29,23,0.7931034482758621,64.2,535,76,95.4,155,319,0.39399293286219084,0.7516556291390728,0.532,0.20199999999999999,107.6,0
2017,1344,Providence,Big East Conference,11,33,20,0.6060606060606061,67.6,526,67,94.5,138,302,0.4,0.6823266219239373,0.514,0.203,108.3,0
2017,1355,S Dakota St,Summit League,16,33,18,0.5454545454545454,68.5,437,37,109.7,84,219,0.3785900783289817,0.796875,0.532,0.162,108.2,0
2017,1371,Seton Hall,Big East Conference,9,33,21,0.6363636363636364,68.9,583,56,95.6,150,276,0.3664772727272727,0.650887573964497,0.499,0.175,108.9,0
2017,1374,SMU,Western Athletic Conference,6,35,30,0.8571428571428571,64.8,797,108,94.1,178,511,0.4146341463414634,0.7060702875399361,0.546,0.183,120,0
2017,1407,Troy,Atlantic Sun Conference,15,35,22,0.6285714285714286,69.4,532,64,106.6,118,264,0.3744186046511628,0.7150735294117647,0.516,0.17600000000000002,108.8,0
